DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,VITESSE_VENT_MAX_KMH,TEMPERATURE_MATIN_C,TEMPERATURE_MIDI_C,TEMPERATURE_SOIREE_C,PRECIP_TOTAL_DAY_MM,HUMIDITE_MAX_POURCENT,VISIBILITE_MOYENNE_KM,PRESSION_MAX_MB,COUVERTURE_NUAGEUSE_MOYENNE_PERCENT,INDICE_CHALEUR_MAX_C,POINT_ROSEE_MAX_C,TEMP_VENT_MAX_C,CODE_METEO_MATIN,CODE_METEO_MDI,CODE_METEO_SOIR,NEIGE_TOTAL_MM,UV_INDEX,SOLEIL_HEURE
2020-11-06,12,4,6,4,10,10,0,97,6.625,1032,42.25,12,8,2,248,116,116,0,3,7
2020-11-07,14,7,9,7,14,12,0,90,10,1026,22.875,14,9,6,116,116,116,0,4,8.7
2020-11-08,15,10,12,10,14,13,0,90,10,1023,51.125,15,12,9,116,116,119,0,4,7
2020-11-09,15,9,12,9,14,13,0,97,7.875,1024,47.75,15,12,8,143,116,116,0,3,7
2020-11-10,15,9,3,9,15,12,0.4,93,8.875,1027,37.5,15,11,9,116,116,176,0,4,8.7
2020-11-11,13,8,4,8,12,11,0,96,7.375,1027,65,13,10,8,143,119,119,0,4,3.6
2020-11-12,13,9,15,9,12,10,0.1,91,8.5,1023,73,13,9,6,116,119,176,0,3,3.6
2020-11-13,13,8,15,8,13,12,0,93,10,1022,60,13,10,7,116,116,119,0,3,5.3
2020-11-14,15,8,18,8,14,12,0,97,7.875,1022,41.625,15,11,6,143,116,116,0,4,7
2020-11-15,16,10,33,10,15,15,3.9,94,9.625,1018,46.5,16,11,8,116,116,119,0,4,7
2020-11-16,11,8,17,8,11,9,2.1,87,9.875,1027,41.625,11,7,5,116,176,176,0,3,8.7
2020-11-17,11,7,5,7,11,10,0,89,10,1030,31.25,11,8,6,119,116,116,0,3,8.7
2020-11-18,12,5,13,5,10,10,0,96,8,1029,11.875,12,7,4,143,116,116,0,3,8.7
2020-11-19,10,7,18,10,10,9,0.9,91,9,1033,76.75,10,9,7,116,176,176,0,3,5.3
2020-11-20,7,5,19,5,7,4,0,90,10,1036,22.625,7,4,2,116,113,116,0,2,8.7
2020-11-21,7,0,12,0,5,5,0,88,10,1036,4,7,0,-3,113,116,116,0,2,8.7
2020-11-22,6,1,4,1,6,4,0,71,10,1032,35.875,6,0,1,119,116,116,0,2,8.7
2020-11-23,7,1,4,1,6,4,0,76,10,1030,38.625,7,0,-0,122,116,116,0,2,8.7
2020-11-24,6,1,7,1,5,4,0,92,10,1029,12.25,6,2,-1,116,116,116,0,2,8.7
2020-11-25,9,3,13,3,8,7,0,96,8,1020,23.375,9,6,0,143,116,116,0,3,8.7
2020-11-26,9,3,10,3,8,7,0,88,10,1022,19.5,9,4,1,116,116,116,0,3,8.5
2020-11-27,9,4,6,4,8,7,0,86,10,1021,28.625,9,4,3,116,116,116,0,3,8.5
2020-11-28,8,2,15,2,7,5,0,67,10,1017,4.75,8,1,-1,116,116,116,0,3,8.5
2020-11-29,5,0,18,-0,4,1,0,86,10,1024,21.625,5,0,-5,113,116,116,0,2,5
2020-11-30,5,-3,9,-3,4,2,0,88,10,1028,12,5,0,-7,116,116,113,0,2,8.5
2020-12-01,6,2,15,2,6,4,8.1,95,7.75,1026,91.75,6,3,-2,266,296,353,0,1,3.2
2020-12-02,3,0,13,-0,2,3,0,96,7,1018,83.25,3,2,-4,143,122,122,0,1,3.2
2020-12-03,3,2,21,2,3,2,1.3,97,7.875,1015,100,4,2,-1,317,176,266,0,1,3.2
2020-12-04,6,3,30,6,6,4,5.1,87,7.875,991,96.5,6,4,2,296,302,353,0,2,3.2
2020-12-05,5,1,10,1,4,3,0,96,8,998,57.125,5,2,-2,119,119,116,0,1,6.8
2020-12-06,4,-1,9,-1,3,2,0,96,7,1001,45,4,1,-3,143,116,116,0,2,8.4
2020-12-07,3,2,15,2,3,1,1.3,96,5.25,1003,88.75,3,2,-2,332,332,326,0.7,1,3.1
2020-12-08,4,1,9,1,4,3,3.6,94,6.5,1007,88,4,2,-1,317,119,266,0.8,1,3.1
2020-12-09,4,0,8,-0,3,2,0.1,92,8.375,1013,60.375,4,2,-3,116,119,176,0,1,3.1
2020-12-10,3,-1,8,-1,2,1,0,94,9,1011,54.375,3,0,-3,143,122,116,0,1,6.8
2020-12-11,5,4,29,4,5,5,10.3,95,7.625,1004,99,5,5,-0,266,302,200,0,1,3.1
2020-12-12,7,5,18,5,7,7,14,97,6.375,1008,98.625,7,6,2,122,302,266,0,2,3.1
2020-12-13,6,2,9,2,6,4,3.1,94,9.75,1015,44.375,6,4,1,116,116,116,0,1,8.3
2020-12-14,6,2,16,2,6,6,0,92,8.625,1014,67.75,6,4,-1,116,122,116,0,1,3.1
2020-12-15,10,9,23,9,10,9,7.7,94,9.375,1018,94.25,10,9,6,176,296,293,0,2,3.1
2020-12-16,10,7,15,7,9,9,0.8,98,5.125,1017,64.25,10,8,5,248,143,116,0,2,5
2020-12-17,10,6,9,6,10,8,0.1,94,9.375,1026,48.5,10,8,4,116,116,119,0,3,5
2020-12-18,9,5,11,5,8,8,0,96,7.375,1025,50.5,9,7,5,116,116,116,0,3,6.8
2020-12-19,11,7,23,7,11,10,0.9,91,8,1019,39.375,11,8,5,116,116,119,0,2,8.3
2020-12-20,10,8,11,8,10,7,17.9,96,8.5,1026,87.75,10,8,7,302,296,176,0,2,3.1
2020-12-21,8,4,20,4,7,6,0.1,96,8,1026,73.875,9,7,2,143,119,176,0,3,3.1
2020-12-22,12,10,24,10,11,10,0.1,92,10,1024,84.5,12,10,7,122,176,119,0,3,3.1
2020-12-23,12,8,22,8,11,11,0,93,10,1022,77.75,12,9,6,116,122,122,0,4,3.1
2020-12-24,9,7,32,7,7,5,10.6,91,8.5,1020,87.625,9,6,2,116,296,302,0,2,3.1
2020-12-25,4,1,21,1,4,2,0.3,91,9.25,1027,52.625,4,1,-3,116,122,371,0,1,3.1
2020-12-26,3,-1,9,-1,2,1,0,92,10,1029,45.375,3,0,-5,116,119,116,0,2,6.8
2020-12-27,4,0,40,-0,2,2,3.3,83,9.25,1021,80.125,4,1,-6,119,122,317,0,2,3.1
2020-12-28,4,3,33,3,4,1,13.6,94,7.75,982,85.5,4,3,-2,320,371,332,0.8,1,5
2020-12-29,4,2,23,3,4,3,4,89,8.625,997,89,4,2,-2,371,371,176,0.1,1,3.1
2020-12-30,3,1,9,1,3,1,0.3,96,6.5,1012,78.25,3,2,-2,143,326,329,0.1,1,3.1
2020-12-31,3,1,30,1,2,1,4.6,96,8,1011,93.125,3,3,-5,122,338,296,0.3,2,3.1
2021-01-01,2,-1,12,-1,2,1,0,91,10,1012,64.125,2,0,-3,116,119,122,0,1,5.1
2021-01-02,2,-1,19,-1,2,2,0,89,10,1013,81.125,2,0,-6,119,116,122,0,2,3.3
2021-01-03,1,-1,10,-1,1,1,1.5,93,7,1015,94.25,1,0,-4,122,338,338,0.8,1,3.3
2021-01-04,1,-1,5,-1,1,1,0,93,9.75,1013,99.625,1,0,-1,122,122,122,0,1,3.3
2021-01-05,2,-1,11,-1,1,-0,0,93,7.375,1015,86.75,2,0,-5,143,122,326,0,2,3.3
2021-01-06,2,-2,4,-2,1,1,0.7,94,7,1018,87,2,0,-2,119,326,371,0.5,1,3.3
2021-01-07,2,-1,7,-1,1,1,0.3,96,9,1018,89,2,0,-2,326,116,368,0,1,3.3
2021-01-08,1,-2,7,-2,1,0,0.1,93,9.75,1020,67.25,1,0,-3,119,326,119,0,1,3.3
2021-01-09,1,-3,23,-3,0,-1,0,91,10,1021,48.125,1,0,-8,116,119,122,0,2,6.9
2021-01-10,0,-4,23,-4,-1,-2,0,91,10,1022,24.125,0,0,-10,116,116,116,0,2,8.7
2021-01-11,1,-4,9,-4,0,-1,0,92,10,1025,13,1,0,-8,116,116,116,0,2,8.7
2021-01-12,4,1,21,1,3,3,9.8,97,9,1025,94.375,5,5,-4,122,302,296,0,1,3.3
2021-01-13,5,2,10,2,4,4,11.7,98,4.375,1022,99.25,7,6,2,143,143,302,0,1,3.3
2021-01-14,7,6,23,6,7,6,12.9,92,7.75,1023,98,7,6,2,266,296,296,0,2,3.3
2021-01-15,6,2,17,6,4,0,6.5,96,7.125,1027,87.25,6,5,-2,176,266,338,1,1,3.4
2021-01-16,1,-3,6,-3,0,0,0.8,91,9.375,1029,65.625,1,0,-5,116,116,122,0,2,6.9
2021-01-17,4,2,13,2,4,2,6.8,99,5.625,1029,80.75,4,3,-1,266,266,116,3.7,1,5.1
2021-01-18,3,-1,7,-1,3,1,0,95,6.375,1031,69,3,1,-1,143,122,116,0,1,3.4
2021-01-19,3,-1,19,-1,2,1,0,94,9,1027,29.75,3,1,-6,116,116,116,0,1,8.7
2021-01-20,9,3,37,3,9,8,0,91,10,1015,55.875,9,6,-2,116,122,116,0,3,6.9
2021-01-21,11,9,42,9,10,10,4.6,80,6.875,1003,85.25,11,7,4,266,266,176,0,2,3.4
2021-01-22,9,7,25,7,7,8,5.7,90,6.875,999,94.875,9,6,3,296,266,263,0,2,3.4
2021-01-23,5,2,20,2,4,3,1.9,95,8.25,1002,86,5,2,-2,119,122,122,0,1,3.4
2021-01-24,4,-1,14,-1,3,2,0.7,91,8.25,1006,62.375,4,0,-3,371,116,116,0.2,1,8.7
2021-01-25,2,1,19,1,2,1,2.3,90,6.5,1017,82,2,0,-3,332,371,338,1.8,1,3.4
2021-01-26,3,-2,8,-2,2,1,0.2,94,9.75,1025,57.5,3,0,-4,116,119,368,0.1,1,5.2
2021-01-27,3,-1,15,-1,2,3,0.4,88,9,1024,85.75,3,2,-5,119,122,266,0,2,3.5
2021-01-28,10,6,24,6,9,10,3.8,98,6.625,1019,99.25,10,9,2,296,266,296,0,2,3.5
2021-01-29,10,7,28,10,10,8,11.9,93,9,1011,86.75,10,9,7,302,176,176,0,2,3.5
2021-01-30,9,6,22,7,7,8,4.8,95,9.5,1011,85.5,9,7,3,122,302,353,0,3,3.5
2021-01-31,7,4,3,4,6,7,0.8,94,8.375,1002,89,7,6,4,119,122,176,0,2,3.5
2021-02-01,10,8,20,8,10,9,10.3,92,6.5,1005,95.125,10,8,5,296,266,353,0,2,3.5
2021-02-02,10,6,28,6,9,7,5.2,95,7,1010,89.875,10,9,3,122,296,266,0,3,3.5
2021-02-03,12,9,37,9,12,8,0.6,95,9,1013,68.875,12,9,7,176,266,176,0,3,3.5
2021-02-04,8,6,4,6,8,7,6.8,94,7.625,1015,79.875,8,7,5,116,122,302,0,3,3.5
2021-02-05,11,8,4,8,10,9,7.5,97,5.75,1014,94.625,11,9,8,266,266,266,0,2,3.6
2021-02-06,10,7,7,7,9,10,0.6,91,6.625,1009,75,10,7,6,143,119,263,0,2,3.7
2021-02-07,9,6,20,8,6,5,3,88,8,1002,76.75,9,7,3,296,263,176,0,2,3.7
2021-02-08,5,2,15,2,5,5,2.1,90,8.25,1000,86.25,5,5,-1,119,323,266,0.1,1,3.7
2021-02-09,4,-1,8,-1,2,3,2.5,89,7.125,1003,87.25,4,1,-4,338,116,122,1.4,1,5.4
2021-02-10,4,0,18,4,2,-3,6.9,96,7.75,1018,90.125,4,3,-5,296,176,332,0.5,1,3.8
2021-02-11,-2,-6,26,-6,-3,-4,0,83,10,1026,26.375,0,0,-13,119,116,116,0,2,8.7
2021-02-12,-4,-6,22,-6,-4,-4,4,78,7,1024,80.125,0,0,-12,119,122,338,2.4,2,3.8
2021-02-13,-3,-8,33,-8,-4,-4,0,67,10,1034,5.625,0,0,-17,116,113,116,0,2,10.5
2021-02-14,2,-7,12,-7,-1,1,0,72,10,1035,41,2,0,-12,116,116,122,0,1,8.4
2021-02-15,6,0,25,-0,4,4,0,68,10,1034,49.25,6,1,-6,116,116,116,0,2,10.6
2021-02-16,9,2,26,2,7,7,0.5,95,9.625,1029,53.875,9,6,-3,119,119,116,0,2,10
2021-02-17,10,5,10,5,9,7,1.6,95,7.75,1024,45.5,10,6,2,143,116,116,0,2,10.7
2021-02-18,13,3,31,3,11,11,0.1,94,10,1020,39.375,13,7,1,116,116,116,0,3,10
2021-02-19,13,6,18,6,11,10,0.7,93,9.375,1018,52.375,13,8,4,263,116,116,0,2,10.7
2021-02-20,14,6,32,6,12,12,0,91,10,1018,6.25,14,6,3,116,113,116,0,4,10.7
2021-02-21,14,6,23,6,12,13,0,82,10,1017,3.375,15,4,3,113,113,113,0,4,10.8
2021-02-22,12,5,10,5,10,10,0,80,10,1024,65,12,4,3,116,122,116,0,3,5.4
2021-02-23,15,7,6,7,13,12,0,94,9,1033,36.125,15,9,6,116,119,116,0,4,10.1
2021-02-24,16,7,15,7,13,14,0,96,8,1035,13,16,10,6,143,116,113,0,4,10.9
2021-02-25,15,6,17,6,13,12,0,90,10,1030,0.5,15,8,4,113,113,113,0,4,10.9
2021-02-26,12,7,8,7,12,9,3.5,85,9.625,1032,69.5,12,8,7,116,122,296,0,3,5.5
2021-02-27,10,5,27,5,9,7,2.3,86,9.875,1032,36.25,10,6,1,122,116,113,0,2,11
2021-02-28,10,2,21,2,8,7,0,84,10,1032,6.25,10,4,-3,113,116,116,0,3,11
2021-03-01,12,1,9,1,9,10,0,92,10,1030,7.375,12,6,-0,113,116,116,0,3,11.1
2021-03-02,14,4,12,4,12,14,0,92,10,1030,18.125,16,6,3,116,116,116,0,4,11.1
2021-03-03,14,4,10,4,12,12,0,82,10,1031,13,14,6,1,116,116,116,0,3,11.1
2021-03-04,13,6,6,6,11,10,3.4,78,9.875,1026,64.125,13,8,4,122,353,299,0,3,5.6
2021-03-05,7,5,20,5,6,5,0.6,93,9,1026,72.125,7,5,3,143,122,353,0,2,5.6
2021-03-06,8,-1,23,-1,6,5,0,84,10,1027,11.75,8,2,-6,116,116,116,0,2,11.2
2021-03-07,11,0,6,0,9,9,0.2,82,10,1026,37,11,5,-0,116,119,176,0,3,10.1
2021-03-08,10,1,13,1,8,7,0,84,10,1021,22.75,10,2,-2,116,116,113,0,3,11.3
2021-03-09,9,0,13,0,7,7,0,74,10,1023,20.375,9,1,-3,116,116,116,0,3,11.3
2021-03-10,10,2,6,2,8,7,0,90,10,1024,48.75,10,3,1,122,116,116,0,3,11.4
2021-03-11,11,7,32,7,10,9,8.2,88,8.375,1018,72.5,11,9,2,266,116,302,0,2,7.2
2021-03-12,10,3,20,3,9,8,0.4,95,9.875,1019,54.125,10,4,-1,176,116,176,0,2,8.8
2021-03-13,8,6,38,6,8,6,9.4,87,9.125,1017,95.875,8,6,1,122,176,302,0,2,5.9
2021-03-14,7,2,24,2,6,6,2.2,89,9.5,1022,82.25,7,2,-2,371,122,176,0.1,1,5.9
2021-03-15,8,3,24,3,6,6,12.3,94,9.125,1023,75.375,8,5,-1,119,302,353,0,2,6
2021-03-16,7,0,13,-0,6,5,0.3,94,9,1029,61.5,7,1,-3,116,119,176,0,2,7.4
2021-03-17,8,5,24,5,7,6,5.2,92,8.5,1027,81.75,8,5,-0,353,266,353,0,2,6
2021-03-18,6,-1,14,-1,5,4,0.7,92,9,1026,77.375,6,1,-5,116,122,176,0,1,6
2021-03-19,7,-1,25,-1,6,4,2.2,93,9,1021,62.75,7,1,-5,143,122,353,0,1,6
2021-03-20,6,-1,28,-1,5,3,0,79,10,1026,6.875,6,0,-7,116,116,116,0,2,11.6
2021-03-21,9,-2,21,-2,8,6,0,64,9.375,1027,35,9,3,-6,116,116,119,0,2,8.8
2021-03-22,7,-1,27,-1,7,5,0,93,10,1025,11.375,7,1,-5,116,116,116,0,2,11.6
2021-03-23,10,-1,12,-1,8,9,0,91,10,1026,27.25,10,3,-5,116,116,116,0,3,11.6
2021-03-24,14,1,6,1,11,11,0,92,10,1026,14.875,14,5,-1,116,116,116,0,3,11.6
2021-03-25,11,5,10,5,11,9,0.2,89,10,1022,62,11,6,4,116,122,176,0,2,6.3
2021-03-26,14,3,21,3,12,11,0.1,94,9,1024,44.25,14,6,1,116,116,176,0,3,10.3
2021-03-27,12,3,6,3,11,9,0,93,10,1030,16.625,12,4,3,116,116,116,0,3,11.6
2021-03-28,18,5,21,5,16,15,0,95,9,1027,8.25,18,11,2,116,116,116,0,4,11.6
2021-03-29,16,5,9,5,14,14,0,82,10,1034,7.75,16,7,4,116,116,116,0,4,11.6
2021-03-30,18,7,6,7,16,16,0,83,10,1033,5.375,19,9,7,116,116,116,0,4,11.6
2021-03-31,20,8,16,8,17,17,0,88,10,1027,2,20,10,8,116,116,113,0,4,11.6
2021-04-01,21,8,8,8,17,20,0,81,10,1022,0,23,11,8,113,113,113,0,5,11.6
2021-04-02,17,9,21,9,16,15,0,93,10,1020,12,17,10,7,113,116,116,0,4,11.6
2021-04-03,11,3,32,3,9,9,0,80,10,1023,3.5,11,1,-2,113,116,113,0,3,11.6
2021-04-04,13,2,19,2,11,10,0,65,10,1023,3.875,13,3,-1,116,113,113,0,3,11.6
2021-04-05,13,4,26,4,12,11,1,86,9.375,1019,57.875,13,4,2,113,122,116,0,3,7.8
2021-04-06,5,-3,18,-3,4,3,0.9,85,8.5,1020,74,5,0,-7,116,368,122,0.5,1,6.5
2021-04-07,7,-3,14,-3,5,4,0.1,74,9.75,1029,22.875,7,0,-7,116,116,116,0.1,1,11.6
2021-04-08,11,-1,10,-1,9,8,0,72,10,1028,7.75,11,2,-2,116,116,116,0,3,11.6
2021-04-09,15,3,24,3,13,13,0.3,83,9.875,1022,41.5,15,8,-1,116,116,176,0,4,10.3
2021-04-10,13,7,27,7,13,10,1.8,80,8.75,1016,82.25,13,9,3,116,119,296,0,3,6.6
2021-04-11,13,8,21,8,13,9,22.8,91,8.625,1016,76.75,13,10,6,116,122,302,0,3,6.8
2021-04-12,8,2,23,2,7,5,5.8,92,8.125,1030,69.75,8,2,-3,371,176,116,1.5,1,9.2
2021-04-13,9,0,21,0,8,6,0.1,85,10,1030,29.25,9,0,-3,116,116,116,0,3,11.6
2021-04-14,10,-1,20,-1,9,7,0,70,10,1030,20.125,10,0,-5,116,116,116,0,3,11.6
2021-04-15,10,-1,17,-1,9,7,0,80,10,1027,20.75,10,0,-4,116,116,116,0,3,11.6
2021-04-16,10,0,24,-0,8,7,0,72,10,1023,11,10,0,-5,116,113,116,0,3,11.6
2021-04-17,9,0,22,0,8,8,0.2,93,10,1023,58,9,3,-4,116,119,176,0,3,6.9
2021-04-18,11,4,14,4,10,9,1.4,82,10,1022,70.125,11,5,2,119,116,353,0,3,6.9
2021-04-19,12,3,12,3,12,10,3.8,91,9.75,1021,57.625,12,6,1,116,119,353,0,3,8.1
2021-04-20,14,4,11,4,13,12,2.6,93,8.75,1018,49,14,8,2,143,116,176,0,4,9.3
2021-04-21,16,6,9,6,14,13,1,91,9.75,1017,31.75,16,8,5,116,116,176,0,4,10.4
2021-04-22,14,6,19,6,12,12,0.1,93,9,1021,47.375,14,8,6,143,116,119,0,4,9.3
2021-04-23,15,3,24,3,13,14,0,73,10,1025,0,16,5,-1,113,113,113,0,4,11.6
2021-04-24,18,4,8,4,16,15,0,84,10,1024,1.5,18,9,2,113,113,116,0,4,11.6
2021-04-25,18,7,17,7,16,16,0,82,10,1020,10.375,18,11,4,116,116,116,0,4,11.6
2021-04-26,16,7,25,7,14,14,0,70,10,1017,19.625,16,9,4,116,116,116,0,4,11.6
2021-04-27,15,7,13,7,14,13,5.2,78,9.625,1008,51.125,15,11,6,116,119,353,0,4,8.2
2021-04-28,17,9,6,9,16,16,1,85,10,1006,43.875,18,10,8,119,116,116,0,4,11.6
2021-04-29,15,8,7,8,14,13,0.7,90,9.375,1011,59.5,15,8,8,116,116,176,0,3,8.2
2021-04-30,9,6,12,6,8,7,18.1,95,8,1014,88.5,9,7,4,176,302,122,0,2,7.1
