rh,max_wind_spd_ts,t_ghi,max_wind_spd,solar_rad,wind_gust_spd,max_temp_ts,min_temp_ts,clouds,max_dni,precip_gpm,wind_spd,slp,ts,max_ghi,temp,pres,dni,dewpt,snow,dhi,precip,wind_dir,max_dhi,ghi,max_temp,t_dni,max_uv,t_dhi,datetime,t_solar_rad,min_temp,max_wind_dir,snow_depth
66.9,1551916800,4204.2,19.6,159.6,19.6,1551913200,1551996000,62,852.0,3.6,13.0,1005.8,1551913200,619.1,9.7,979.3,315.8,5.0,0.0,37.4,3.6,213,104.8,175.2,13.7,7578.7,3.8,896.7,2019-03-07,3831.0,7.6,260,None
69.6,1552050000,4265.5,9.6,165.6,9.6,1552050000,1552024800,53,854.0,0.30000000000000004,7.9,1018.7,1551999600,625.3,9.2,991.8,317.9,3.3,0.0,37.6,0.30000000000000004,214,105.2,177.7,13.8,7629.6,4.4,903.3,2019-03-08,3973.3,5.6,280,None
81.5,1552129200,4326.8,12.4,47.7,12.4,1552150800,1552107600,96,855.9,6.1,10.0,1023.1,1552086000,631.3,9.3,996.1,320.0,7.0,0.0,37.9,6.1,193,105.6,180.3,12.6,7679.2,1.4,909.9,2019-03-09,1145.2,7.4,210,None
73.5,1552212000,4388.1,19.6,122.8,19.6,1552222800,1552255200,75,857.7,3.9,14.4,1019.8,1552172400,637.4,12.2,993.2,322.0,6.6,0.0,38.2,3.9,231,105.9,182.8,16.1,7727.6,3.2,916.3,2019-03-10,2947.4,9.8,290,None
65.8,1552302000,4449.4,13.6,179.2,13.6,1552316400,1552338000,31,859.6,1.8,10.5,1028.2,1552258800,643.5,4.9,1000.6,323.9,-0.30000000000000004,0.0,38.4,1.8,260,106.3,185.4,10.6,7774.8,3.6,922.6,2019-03-11,4301.4,1.2,340,None
67.1,1552428000,4510.6,15.6,86.7,15.6,1552424400,1552366800,60,861.3,2.7,9.6,1022.6,1552345200,649.5,4.6,995.1,325.9,-1.6,0.0,38.7,2.7,160,106.7,187.9,12.1,7820.7,1.9,929.1,2019-03-12,2079.7,-4.4,300,None
67.5,1552478400,4572.2,12.0,180.1,12.0,1552482000,1552456800,54,863.1,1.8,10.6,1018.3,1552431600,655.4,6.2,991.0,327.8,2.2,0.0,39.1,1.8,231,107.0,190.5,11.3,7867.7,3.6,938.3,2019-03-13,4323.6,3.7,270,None
81.5,1552564800,4634.4,16.4,45.4,16.4,1552600800,1552525200,98,864.8,14.9,11.9,1017.6,1552518000,661.4,6.9,990.5,330.1,4.9,0.0,39.5,14.9,222,107.4,193.1,11.0,7921.8,1.5,947.3,2019-03-14,1090.2,4.1,290,None
83.6,1552658400,4696.9,14.8,85.5,14.8,1552658400,1552615200,90,866.5,3.8,11.9,1018.7,1552604400,667.3,11.1,992.0,332.6,8.5,0.0,39.8,3.8,220,107.7,195.7,13.3,7981.5,2.3,956.0,2019-03-15,2052.5,8.8,290,None
77.5,1552744800,4759.8,11.2,166.7,11.2,1552752000,1552773600,62,868.1,0.0,9.7,1018.0,1552690800,673.2,10.8,991.3,335.2,6.6,0.0,40.2,0.0,207,108.1,198.3,15.6,8043.8,3.5,964.4,2019-03-16,4002.0,9.2,240,None
66.0,1552824000,4822.9,13.6,112.9,13.6,1552816800,1552856400,77,869.7,2.8,10.0,1012.6,1552777200,679.0,7.9,985.7,337.8,3.3,0.0,40.5,2.8,220,108.4,201.0,12.2,8106.6,2.5,972.6,2019-03-17,2709.5,5.6,310,None
72.2,1552924800,4886.1,8.0,156.6,8.0,1552914000,1552946400,61,871.3,1.8,5.4,1022.5,1552863600,684.8,5.3,995.2,340.4,2.0,0.0,40.9,1.8,209,108.7,203.6,9.1,8169.1,4.6,980.5,2019-03-18,3757.5,1.6,310,None
69.5,1553007600,4949.4,8.0,203.0,8.0,1553004000,1552971600,18,872.8,0.0,5.3,1027.8,1552950000,690.5,5.9,1000.4,342.9,0.2,0.0,41.2,0.0,173,109.1,206.2,11.4,8230.4,5.0,988.2,2019-03-19,4872.5,-0.8,360,None
57.4,1553090400,5012.6,9.2,199.7,9.2,1553094000,1553058000,13,874.3,0.0,7.3,1032.6,1553036400,696.2,7.1,1005.2,345.4,-2.1,0.0,41.5,0.0,143,109.4,208.9,13.8,8290.4,5.0,995.7,2019-03-20,4791.8,-0.7000000000000001,360,None
56.5,1553173200,5075.8,8.8,211.4,8.8,1553176800,1553148000,3,875.8,0.0,7.2,1031.2,1553122800,701.8,8.7,1003.9,347.9,-2.3,0.0,41.8,0.0,157,109.7,211.5,15.0,8348.7,5.4,1003.0,2019-03-21,5073.6,2.4,360,None
63.1,1553266800,5138.8,4.8,214.1,4.8,1553263200,1553234400,1,877.2,0.0,2.2,1029.5,1553209200,707.5,9.1,1002.3,350.2,0.7000000000000001,0.0,42.1,0.0,218,110.0,214.1,18.7,8405.3,5.4,1010.2,2019-03-22,5138.8,-0.8,350,None
65.0,1553378400,5201.7,8.4,216.7,8.4,1553353200,1553313600,16,878.6,0.0,4.4,1027.8,1553295600,713.0,10.9,1000.8,352.5,2.0,0.0,42.4,0.0,163,110.3,216.7,19.8,8460.2,5.5,1017.2,2019-03-23,5201.8,1.1,360,None
71.5,1553439600,5264.5,8.0,216.6,8.0,1553436000,1553407200,35,879.9,0.0,5.3,1025.3,1553382000,718.5,10.1,998.3,354.7,3.9,0.0,42.7,0.0,275,110.6,219.4,18.3,8513.4,5.6,1024.0,2019-03-24,5199.3,2.7,350,None
60.2,1553526000,5326.9,10.8,216.1,10.8,1553526000,1553490000,19,881.2,0.0,8.6,1026.4,1553468400,723.9,7.8,999.2,356.9,-0.1,0.0,42.9,0.0,319,110.9,222.0,12.3,8564.9,5.4,1030.6,2019-03-25,5186.5,1.7000000000000002,360,None
60.8,1553554800,5389.1,9.2,221.6,9.2,1553612400,1553576400,31,882.5,0.0,8.0,1030.0,1553554800,729.3,7.4,1002.7,358.9,-0.6000000000000001,0.0,43.2,0.0,189,111.2,224.5,11.9,8614.7,5.7,1037.1,2019-03-26,5317.9,2.9,360,None
58.0,1553698800,5451.1,9.2,227.1,9.2,1553698800,1553662800,12,883.8,0.0,7.9,1030.6,1553641200,734.6,8.1,1003.3,361.0,-0.30000000000000004,0.0,43.5,0.0,75,111.5,227.1,13.9,8663.0,5.8,1044.6,2019-03-27,5451.1,1.7000000000000002,360,None
55.9,1553770800,5513.0,10.0,227.1,10.0,1553788800,1553745600,16,885.0,0.0,8.4,1030.7,1553727600,739.9,9.8,1003.5,363.0,0.5,0.0,43.9,0.0,163,111.7,229.7,15.8,8711.8,5.7,1052.9,2019-03-28,5450.9,2.8,360,None
60.3,1553853600,5575.0,9.2,226.2,9.2,1553875200,1553839200,19,886.1,0.0,5.8,1027.4,1553814000,745.1,10.4,1000.4,365.1,2.4,0.0,44.2,0.0,181,112.0,232.3,17.7,8763.5,6.0,1061.1,2019-03-29,5428.4,3.0,360,None
53.6,1553947200,5636.9,6.8,214.6,6.8,1553961600,1553925600,22,887.3,0.0,4.8,1023.7,1553900400,750.3,10.4,996.8,367.4,1.8,0.0,44.5,0.0,172,112.3,234.9,19.0,8817.3,5.6,1069.0,2019-03-30,5151.0,1.1,350,None
51.1,1554044400,5698.5,8.8,242.1,8.8,1554044400,1554008400,18,888.4,0.0,4.8,1018.9,1553986800,755.4,11.3,992.1,385.8,0.2,0.0,46.8,0.0,180,112.5,247.8,20.7,8872.3,5.3,1076.7,2019-03-31,5567.6,0.5,360,None
46.6,1554109200,5760.0,9.6,166.4,9.6,1554130800,1554094800,56,889.5,0.0,5.9,1015.4,1554069600,760.4,12.4,988.8,372.0,3.3,0.0,45.2,0.0,192,112.8,240.0,20.2,8927.3,3.5,1084.1,2019-04-01,3993.8,6.0,360,None
63.0,1554213600,5821.2,10.0,88.6,10.0,1554206400,1554181200,97,890.5,2.9,7.7,1010.9,1554156000,765.3,10.1,984.3,374.2,4.9,0.0,45.5,2.9,190,113.0,242.5,18.3,8982.0,2.2,1091.4,2019-04-02,2127.0,2.6,330,None
82.7,1554285600,5882.1,7.6,73.8,7.6,1554242400,1554289200,98,891.6,12.9,5.3,1005.0,1554242400,770.2,5.2,978.2,376.5,4.3,0.0,45.8,12.9,175,113.3,245.1,8.6,9035.8,2.0,1098.4,2019-04-03,1770.3,2.9,240,None
79.8,1554400800,5942.6,5.6,180.5,5.6,1554386400,1554411600,67,892.6,3.1,3.5,1001.6,1554328800,775.1,5.2,974.8,378.7,2.8,0.0,46.1,3.1,143,113.5,247.6,9.5,9088.6,3.6,1105.2,2019-04-04,4332.3,3.8,350,None
77.2,1554476400,6002.6,7.6,92.5,7.6,1554480000,1554429600,74,893.5,0.0,4.5,1004.0,1554415200,779.8,6.0,977.2,380.8,1.8,0.0,46.3,0.0,143,113.7,250.1,12.8,9140.1,2.2,1111.9,2019-04-05,2221.1,-0.6000000000000001,360,None
70.7,1554573600,6062.3,8.0,96.5,8.0,1554562800,1554523200,85,894.5,0.0,5.5,1002.3,1554501600,784.5,9.4,975.9,382.9,3.2,0.0,46.6,0.0,231,114.0,252.6,17.3,9190.3,2.6,1118.4,2019-04-06,2314.9,1.3,360,None
86.0,1554588000,6121.5,6.0,68.1,6.0,1554588000,1554616800,95,895.4,5.9,3.8,1007.2,1554588000,789.2,8.6,980.6,385.0,6.9,0.0,46.9,5.9,189,114.2,255.1,11.5,9239.1,2.1,1124.7,2019-04-07,1635.1,7.2,220,None
86.7,1554750000,6180.2,4.0,222.7,4.0,1554739200,1554703200,55,896.2,2.3,2.8,1011.7,1554674400,793.7,9.4,985.1,386.9,7.5,0.0,47.1,2.3,202,114.4,257.5,12.2,9286.5,5.4,1130.9,2019-04-08,5344.9,7.2,340,None
79.8,1554825600,6238.4,6.8,256.6,6.8,1554822000,1554778800,27,897.1,0.6000000000000001,2.7,1010.3,1554760800,798.2,9.8,983.7,388.9,6.1,0.0,47.4,0.6000000000000001,225,114.6,259.9,15.7,9332.5,5.8,1136.9,2019-04-09,6157.9,3.4,360,None
75.4,1554904800,6296.0,7.6,122.6,7.6,1554897600,1554915600,75,897.9,1.5,5.2,1010.6,1554847200,802.7,10.0,983.8,390.7,6.7,0.6000000000000001,47.6,1.5,220,114.8,262.3,16.4,9377.1,2.8,1142.8,2019-04-10,2943.2,4.1,360,None
66.3,1554998400,6353.1,10.8,263.8,10.8,1554991200,1554962400,31,898.7,0.0,8.9,1015.4,1554933600,807.0,10.3,988.8,392.5,2.8,0.0,47.9,0.0,103,115.0,264.7,14.7,9420.4,6.7,1148.5,2019-04-11,6331.9,6.9,360,None
53.9,1555066800,6409.7,9.2,267.1,9.2,1555081200,1555045200,0,899.5,0.0,7.8,1019.1,1555020000,811.3,7.7,992.0,394.3,-2.0,0.0,48.2,0.0,178,115.2,267.1,13.4,9462.9,7.0,1156.3,2019-04-12,6409.8,2.0,360,None
54.3,1555174800,6466.4,8.4,269.3,8.4,1555171200,1555128000,8,900.2,0.0,7.3,1020.7,1555106400,815.5,5.2,993.4,396.3,-3.3,0.0,48.5,0.0,210,115.4,269.4,10.7,9510.1,7.0,1164.5,2019-04-13,6463.2,0.0,360,None
66.8,1555311600,6579.3,10.0,273.6,10.0,1555340400,1555297200,19,901.6,0.0,7.4,1019.4,1555279200,823.7,8.7,992.4,400.7,1.3,0.0,49.2,0.0,168,115.8,274.1,16.6,9617.7,7.0,1180.0,2019-04-15,6567.1,0.30000000000000004,360,None
82.4,1555408800,6635.2,10.0,100.9,10.0,1555416000,1555383600,92,902.3,2.6,7.5,1017.6,1555365600,827.7,10.2,990.8,403.1,7.1,0.0,49.5,2.6,178,116.0,276.5,12.8,9673.5,2.4,1187.2,2019-04-16,2421.7,6.4,250,None
76.5,1555534800,6690.8,7.6,179.1,7.6,1555516800,1555470000,71,902.9,0.0,3.4,1019.9,1555452000,831.6,12.1,993.2,405.4,8.1,0.0,49.8,0.0,138,116.2,278.8,20.0,9728.8,3.8,1194.2,2019-04-17,4298.6,6.0,360,None
67.9,1555542000,6745.8,7.2,222.1,7.2,1555603200,1555563600,59,903.5,0.0,4.8,1019.5,1555538400,835.5,15.2,993.2,407.6,7.8,0.0,50.0,0.0,165,116.3,281.1,23.1,9783.1,5.4,1201.0,2019-04-18,5331.1,7.8,360,None
59.0,1555675200,6800.3,6.0,275.8,6.0,1555686000,1555642800,24,904.1,0.0,4.0,1024.3,1555624800,839.2,15.4,997.8,409.8,7.5,0.0,50.3,0.0,192,116.5,283.3,23.9,9836.0,7.0,1207.5,2019-04-19,6618.6,6.4,360,None
52.4,1555776000,6854.3,10.0,285.6,10.0,1555772400,1555736400,3,904.7,0.0,6.6,1023.6,1555711200,842.9,16.3,997.3,412.0,6.3,0.0,50.6,0.0,173,116.6,285.6,24.4,9887.3,7.4,1213.8,2019-04-20,6854.3,8.3,360,None
46.1,1555801200,6907.6,9.2,160.7,9.2,1555851600,1555801200,74,905.3,0.0,4.1,1017.1,1555797600,846.6,16.1,990.9,414.0,6.3,0.0,50.8,0.0,229,116.8,287.8,22.3,9936.8,4.1,1219.9,2019-04-21,3857.4,10.0,360,None
52.1,1555934400,6960.3,6.8,164.7,6.8,1555945200,1555905600,84,905.8,0.0,4.7,1005.4,1555884000,850.1,17.2,979.6,416.0,7.7,0.0,51.1,0.0,140,116.9,290.0,24.0,9984.6,4.2,1225.8,2019-04-22,3952.9,10.0,360,None
54.9,1556020800,7012.3,8.4,95.6,8.4,1556031600,1556053200,95,906.3,0.6000000000000001,6.1,997.0,1555970400,853.6,16.4,971.2,417.9,8.7,0.0,51.3,0.6000000000000001,198,117.1,292.2,22.0,10030.7,2.6,1231.5,2019-04-23,2294.6,10.6,360,None
73.6,1556164800,7114.2,14.8,92.8,14.8,1556190000,1556218800,95,907.2,20.1,11.4,1008.4,1556143200,860.4,11.2,981.9,421.6,5.5,0.0,51.8,20.1,183,117.4,296.4,16.2,10117.8,2.6,1242.5,2019-04-25,2227.5,7.7,330,None
79.4,1556244000,7164.0,7.6,239.8,7.6,1556290800,1556254800,67,907.7,1.3,6.1,1016.1,1556229600,863.6,10.3,989.4,423.3,6.6,0.0,52.0,1.3,194,117.5,298.5,16.3,10158.9,4.8,1247.7,2019-04-26,5754.2,5.8,280,None
73.7,1556355600,7213.2,12.4,263.2,12.4,1556370000,1556398800,60,908.1,2.8,9.2,1020.4,1556316000,866.8,9.7,993.5,424.9,6.3,0.0,52.2,2.8,229,117.6,300.5,13.0,10198.5,7.2,1252.7,2019-04-27,6317.8,8.2,310,None
74.3,1556456400,7261.5,7.2,233.3,7.2,1556442000,1556424000,63,908.5,4.0,6.1,1022.7,1556402400,870.0,7.2,995.5,426.5,4.5,0.0,52.4,4.0,214,117.8,302.6,11.0,10236.5,3.8,1257.6,2019-04-28,5599.6,3.9,340,None
74.6,1556535600,7309.0,6.4,256.6,6.4,1556553600,1556503200,62,908.9,0.0,4.9,1023.3,1556488800,873.0,9.3,996.2,428.0,4.2,0.0,52.6,0.0,144,117.9,304.5,15.0,10273.2,7.6,1262.4,2019-04-29,6158.6,4.1,360,10
74.5,1556611200,7355.7,7.6,302.1,7.6,1556632800,1556578800,27,909.3,0.0,6.6,1020.4,1556575200,876.0,12.1,993.7,429.5,6.8,0.0,52.8,0.0,174,118.0,306.5,16.3,10308.4,7.1,1267.0,2019-04-30,7250.0,6.4,360,None
66.2,1556704800,7401.6,6.8,305.1,6.8,1556722800,1556686800,27,909.6,0.0,3.4,1016.2,1556661600,878.9,12.9,989.7,430.9,5.7,0.0,53.0,0.0,172,118.1,308.4,19.9,10342.3,8.0,1271.4,2019-05-01,7321.7,3.7,360,None
78.6,1556816400,7446.7,7.2,164.5,7.2,1556802000,1556769600,88,910.0,7.7,3.9,1013.5,1556748000,881.8,10.2,986.8,432.3,7.7,0.0,53.2,7.7,264,118.2,310.3,15.7,10374.9,3.6,1275.8,2019-05-02,3947.0,5.5,360,None
75.3,1556874000,7490.9,6.0,304.2,6.0,1556895600,1556913600,57,910.3,1.7000000000000002,4.6,1013.4,1556834400,884.5,11.1,986.8,433.6,6.8,0.0,53.3,1.7000000000000002,213,118.3,312.1,16.4,10406.3,6.3,1280.0,2019-05-03,7300.5,5.6,360,None
76.2,1556974800,7534.3,12.0,190.5,12.0,1556964000,1557003600,66,910.6,5.6,7.7,1011.9,1556920800,887.3,6.5,985.0,434.9,4.6,0.0,53.5,5.6,273,118.4,313.9,13.4,10436.5,3.6,1284.0,2019-05-04,4573.2,3.0,360,None
63.7,1557043200,7576.8,10.0,310.6,10.0,1557068400,1557025200,35,910.9,1.6,8.8,1019.5,1557007200,889.9,5.8,992.3,436.1,1.1,0.0,53.7,1.6,277,118.6,315.7,10.7,10465.5,6.6,1288.0,2019-05-05,7454.7,2.0,360,None
65.1,1557111600,7618.4,7.6,312.8,7.6,1557158400,1557115200,33,911.2,0.0,5.1,1022.0,1557093600,892.5,7.7,994.8,437.2,1.2,0.0,53.8,0.0,209,118.7,317.4,13.5,10493.4,8.2,1291.8,2019-05-06,7506.9,1.3,360,None
62.2,1557180000,7659.2,6.0,149.2,6.0,1557234000,1557198000,83,911.4,0.1,3.8,1017.8,1557180000,895.0,9.2,990.9,438.3,1.9,0.0,54.0,0.1,212,118.7,319.1,14.8,10520.3,3.5,1295.5,2019-05-07,3581.1,1.5,360,None
86.9,1557309600,7699.0,14.0,102.8,14.0,1557298800,1557324000,83,911.7,11.7,10.0,1006.5,1557266400,897.4,10.1,979.8,439.4,8.6,11.6,54.1,11.7,203,118.8,320.8,12.6,10546.0,2.6,1299.1,2019-05-08,2466.4,8.7,350,None
74.8,1557388800,7738.0,17.6,277.7,17.6,1557421200,1557410400,67,911.9,8.7,11.9,1004.6,1557352800,899.8,11.6,978.2,440.5,8.2,0.0,54.3,8.7,209,118.9,322.4,16.0,10570.9,8.1,1302.6,2019-05-09,6665.1,8.2,270,None
81.1,1557504000,7776.1,9.6,240.8,9.6,1557496800,1557464400,65,912.1,2.4,5.7,1011.5,1557439200,902.1,13.4,985.2,441.5,9.4,0.0,54.5,2.4,183,119.0,324.0,17.8,10594.9,7.1,1307.5,2019-05-10,5778.3,8.6,220,None
76.1,1557572400,7813.6,14.0,178.3,14.0,1557540000,1557594000,71,912.3,4.9,10.8,1015.8,1557525600,904.3,12.3,989.2,442.5,8.2,0.0,54.7,4.9,247,119.1,325.6,15.1,10620.0,4.2,1312.5,2019-05-11,4279.8,10.3,320,None
66.7,1557673200,7850.4,10.8,324.7,10.8,1557669600,1557630000,22,912.5,0.0,8.5,1028.9,1557612000,906.5,11.3,1002.0,443.6,4.1,0.0,54.9,0.0,173,119.2,327.1,16.0,10646.9,8.6,1317.3,2019-05-12,7793.0,6.6,360,None
54.6,1557745200,7886.3,12.8,327.8,12.8,1557759600,1557720000,22,912.7,0.0,11.5,1030.5,1557698400,908.6,11.9,1003.5,444.8,1.6,0.0,55.1,0.0,47,119.2,328.6,17.5,10675.5,8.7,1321.9,2019-05-13,7866.5,6.1,360,None
45.6,1557842400,7921.6,11.6,309.5,11.6,1557842400,1557806400,14,912.9,0.0,10.7,1025.7,1557784800,910.6,12.3,999.0,446.0,-0.30000000000000004,0.0,55.3,0.0,21,119.3,330.1,17.7,10704.7,7.2,1326.3,2019-05-14,7428.4,6.8,40,None
50.8,1557918000,7956.1,11.2,331.5,11.2,1557928800,1557889200,1,913.0,0.0,9.8,1020.6,1557871200,912.6,10.9,993.9,447.3,0.5,0.0,55.4,0.0,61,119.4,331.5,16.7,10734.2,8.8,1330.5,2019-05-15,7956.1,5.3,360,None
56.0,1557990000,7989.7,8.8,330.1,8.8,1558011600,1557979200,15,913.2,0.0,6.3,1013.6,1557957600,914.5,11.7,986.6,448.5,2.6,0.0,55.6,0.0,117,119.4,332.9,17.9,10763.5,8.5,1334.5,2019-05-16,7921.9,4.2,360,None
66.6,1558105200,8022.4,8.0,168.1,8.0,1558098000,1558065600,90,913.3,0.0,5.7,1005.6,1558044000,916.4,12.6,978.7,449.7,7.2,0.0,55.8,0.0,193,119.5,334.3,18.4,10792.4,4.1,1338.4,2019-05-17,4034.5,7.3,360,None
76.1,1558195200,8054.3,6.0,169.2,6.0,1558184400,1558152000,88,913.4,1.3,3.5,1006.1,1558130400,918.2,13.4,979.5,450.9,9.4,0.0,55.9,1.3,111,119.6,335.6,18.7,10820.7,3.5,1342.1,2019-05-18,4060.5,8.6,320,None
79.3,1558274400,8085.3,6.4,208.1,6.4,1558281600,1558234800,75,913.5,5.4,5.5,1006.0,1558216800,919.9,13.4,979.2,452.0,9.7,0.0,56.1,5.4,241,119.6,336.9,17.0,10848.1,3.5,1345.7,2019-05-19,4995.0,9.5,360,None
84.0,1558353600,8115.5,7.6,186.8,7.6,1558353600,1558306800,80,913.6,0.0,7.2,1009.6,1558303200,921.5,13.0,983.3,453.1,10.3,0.0,56.2,0.0,308,119.7,338.1,15.2,10874.7,5.1,1349.7,2019-05-20,4483.8,12.0,340,None
68.3,1558450800,8144.8,8.0,304.1,8.0,1558450800,1558404000,50,913.7,0.0,7.2,1015.4,1558389600,923.2,15.2,989.1,454.2,8.8,0.0,56.4,0.0,297,119.7,339.4,20.7,10900.7,5.2,1354.3,2019-05-21,7298.1,10.7,360,None
58.5,1558526400,8173.4,6.8,316.3,6.8,1558537200,1558497600,35,913.8,0.0,4.8,1019.4,1558476000,924.7,14.8,992.9,455.3,6.6,0.0,56.6,0.0,157,119.8,340.6,21.3,10927.2,8.6,1358.8,2019-05-22,7590.3,6.5,360,None
53.3,1558594800,8201.1,5.6,314.6,5.6,1558627200,1558584000,47,913.9,0.0,4.0,1017.8,1558562400,926.2,15.8,991.4,456.4,6.0,0.0,56.8,0.0,185,119.8,341.7,22.8,10954.2,8.7,1363.0,2019-05-23,7550.4,7.1,360,None
55.1,1558720800,8228.0,8.8,228.5,8.8,1558706400,1558670400,86,914.0,0.0,4.8,1014.8,1558648800,927.6,17.7,988.7,457.6,8.9,0.0,57.0,0.0,200,119.9,342.8,24.1,10981.4,6.3,1367.0,2019-05-24,5483.6,9.9,360,None
59.6,1558807200,8254.1,8.4,342.6,8.4,1558792800,1558753200,34,914.0,0.0,6.3,1016.2,1558735200,929.0,17.6,990.1,458.7,8.9,0.0,57.1,0.0,312,119.9,343.9,23.1,11008.4,8.6,1370.8,2019-05-25,8222.6,11.3,360,None
66.1,1558897200,8279.2,5.6,339.1,5.6,1558890000,1558843200,22,914.0,0.0,3.7,1017.2,1558821600,930.3,16.7,991.0,459.8,8.9,0.0,57.3,0.0,168,119.9,345.0,22.6,11035.0,6.9,1374.3,2019-05-26,8138.7,8.7,350,None
78.8,1558976400,8303.4,6.8,275.6,6.8,1558969200,1558980000,63,914.1,0.9,5.1,1012.5,1558908000,931.5,15.8,986.3,460.9,11.9,0.0,57.4,0.9,255,120.0,346.0,21.3,11060.8,6.1,1377.7,2019-05-27,6613.9,13.6,340,None
71.4,1559055600,8326.7,8.0,326.6,8.0,1559048400,1559052000,55,914.1,1.4,6.8,1011.7,1558994400,932.7,14.3,985.5,461.9,8.9,0.0,57.5,1.4,279,120.0,346.9,19.1,11085.7,6.7,1380.9,2019-05-28,7839.3,11.9,330,None
62.8,1559091600,8349.0,7.2,338.6,7.2,1559152800,1559098800,29,914.2,0.0,5.2,1021.0,1559080800,933.9,13.7,994.5,462.9,7.1,0.0,57.7,0.0,227,120.1,347.9,18.7,11109.6,7.5,1384.0,2019-05-29,8126.2,8.3,360,None
69.5,1559232000,8370.4,4.0,322.6,4.0,1559221200,1559188800,53,914.2,0.0,2.6,1026.0,1559167200,935.0,15.1,999.4,463.9,8.2,0.0,57.8,0.0,251,120.1,348.8,22.2,11132.5,7.0,1386.8,2019-05-30,7742.2,4.8,360,None
63.4,1559322000,8390.8,5.6,349.5,5.6,1559318400,1559275200,21,914.2,0.0,3.0,1024.9,1559253600,936.0,19.4,998.8,464.8,11.6,0.0,57.9,0.0,177,120.1,349.6,25.5,11154.2,9.3,1389.5,2019-05-31,8387.3,11.3,360,None
57.5,1559386800,8410.2,6.0,348.3,6.0,1559404800,1559361600,18,914.2,0.0,3.5,1020.9,1559340000,937.0,20.7,995.0,465.6,11.7,0.0,58.0,0.0,180,120.1,350.4,28.5,11174.7,8.6,1392.0,2019-06-01,8358.6,12.1,350,None
52.9,1559494800,8428.6,6.8,351.2,6.8,1559487600,1559448000,0,914.2,0.0,4.0,1016.0,1559426400,937.9,21.9,990.3,466.4,13.9,0.0,58.1,0.0,212,120.2,351.2,30.4,11194.1,9.4,1394.4,2019-06-02,8428.6,10.7,340,None
70.1,1559552400,8446.0,10.0,166.1,10.0,1559574000,1559530800,62,914.2,0.4,5.1,1015.0,1559512800,938.8,20.4,989.2,467.2,13.5,0.0,58.2,0.4,173,120.2,351.9,27.2,11212.2,3.1,1396.6,2019-06-03,3985.6,14.9,360,None
56.1,1559653200,8462.4,11.6,137.8,11.6,1559660400,1559620800,70,914.2,0.2,7.9,1008.9,1559599200,939.6,21.9,983.4,467.9,11.9,0.0,58.3,0.2,198,120.2,352.6,29.3,11229.1,3.2,1398.6,2019-06-04,3307.9,13.3,350,None
59.2,1559761200,8477.8,14.0,352.0,14.0,1559750400,1559768400,23,914.1,0.9,6.9,1006.3,1559685600,940.3,20.1,980.7,468.5,11.0,0.0,58.4,0.9,180,120.2,353.2,28.5,11244.8,8.2,1400.5,2019-06-05,8447.8,13.6,340,None
71.0,1559772000,8492.2,8.8,313.6,8.8,1559840400,1559793600,51,914.1,0.7000000000000001,4.2,1014.5,1559772000,941.0,14.7,988.2,469.1,7.6,0.0,58.4,0.7000000000000001,178,120.2,353.8,21.8,11259.3,8.7,1402.3,2019-06-06,7526.4,10.0,310,None
68.8,1559912400,8505.5,13.2,332.2,13.2,1559905200,1559919600,45,914.1,1.4,11.0,1012.0,1559858400,941.7,14.3,985.7,469.7,8.2,0.0,58.5,1.4,216,120.2,354.4,24.9,11272.6,7.5,1403.9,2019-06-07,7973.4,7.9,360,None
59.9,1559977200,8517.8,11.6,339.1,11.6,1560002400,1559966400,28,914.0,0.0,7.5,1023.5,1559944800,942.3,15.3,997.1,470.2,6.2,0.0,58.6,0.0,211,120.3,354.9,22.0,11284.8,9.2,1405.4,2019-06-08,8139.6,8.1,360,None
67.0,1560060000,8529.1,6.8,110.3,6.8,1560088800,1560049200,98,914.0,3.4,4.8,1020.3,1560031200,942.8,15.1,993.9,470.7,9.3,0.0,58.6,3.4,161,120.3,355.4,20.7,11295.7,3.3,1406.7,2019-06-09,2647.1,9.9,360,None
87.3,1560178800,8539.4,5.6,131.1,5.6,1560160800,1560200400,85,913.9,11.6,4.4,1015.0,1560117600,943.3,14.7,988.7,471.1,13.4,0.0,58.7,11.6,156,120.3,355.8,18.2,11305.5,3.0,1407.8,2019-06-10,3146.3,13.3,310,None
84.3,1560272400,8548.6,5.2,170.0,5.2,1560265200,1560229200,91,913.9,6.7,2.9,1012.5,1560204000,943.8,13.2,986.2,471.4,11.5,0.0,58.7,6.7,145,120.3,356.2,15.7,11314.1,5.5,1408.9,2019-06-11,4079.8,11.2,330,None
67.8,1560430800,8564.0,8.8,354.3,8.8,1560438000,1560398400,17,913.8,0.0,6.3,1014.2,1560376800,944.5,16.7,988.0,472.0,8.0,0.0,58.8,0.0,179,120.3,356.8,24.8,11328.1,9.3,1410.6,2019-06-13,8502.8,5.8,350,None
74.8,1560535200,8570.0,8.4,132.8,8.4,1560506400,1560513600,90,913.7,4.5,6.1,1013.6,1560463200,944.8,15.5,987.4,472.2,12.6,0.0,58.8,4.5,222,120.3,357.1,20.6,11333.3,3.3,1411.2,2019-06-14,3186.5,11.6,360,None
