rh,max_wind_spd_ts,t_ghi,max_wind_spd,solar_rad,wind_gust_spd,max_temp_ts,min_temp_ts,clouds,max_dni,precip_gpm,wind_spd,slp,ts,max_ghi,temp,pres,dni,dewpt,snow,dhi,precip,wind_dir,max_dhi,ghi,max_temp,t_dni,max_uv,t_dhi,datetime,t_solar_rad,min_temp,max_wind_dir,snow_depth
78.1,1615856400,4759.8,7.6,145.9,7.6,1615899600,1615856400,77,868.1,2.7,5.3,1026.9,1615849200,673.2,5.1,999.4,335.2,1.4,0.0,40.2,5.2,260,108.1,198.3,8.5,8043.8,3.0,964.4,2021-03-16,3502.2,2.6,350,None
82.4,1616011200,4822.9,10.0,193.4,10.0,1615993200,1616014800,58,869.7,6.4,8.1,1024.5,1615935600,679.0,5.8,997.1,337.8,2.8,0.0,40.5,2.9,287,108.4,201.0,7.8,8106.6,4.0,972.6,2021-03-17,4641.4,3.5,360,None
68.1,1616022000,4886.1,6.8,83.2,6.8,1616079600,1616047200,92,871.3,0.5,5.0,1023.9,1616022000,684.8,3.7,996.4,340.4,-1.7000000000000002,0.0,40.9,0.4,248,108.7,203.6,8.0,8169.1,2.2,980.5,2021-03-18,1997.2,0.6000000000000001,360,None
74.8,1616169600,4949.4,11.2,194.3,11.2,1616158800,1616133600,51,872.8,0.2,6.4,1019.4,1616108400,690.5,3.2,992.0,342.9,-0.8,0.9,41.2,1.1,99,109.1,206.2,7.4,8230.4,3.7,988.2,2021-03-19,4663.7,-0.7000000000000001,360,None
58.6,1616234400,5012.6,9.6,208.8,9.6,1616241600,1616216400,3,874.3,0.0,8.0,1026.1,1616194800,696.2,3.3,998.4,345.4,-4.3,0.0,41.5,0.0,73,109.4,208.9,7.5,8290.4,5.3,995.7,2021-03-20,5012.3,-0.5,360,None
73.2,1616324400,5075.8,8.8,119.2,8.8,1616324400,1616302800,54,875.8,0.0,6.4,1024.4,1616281200,701.8,3.5,996.8,347.9,-1.2,0.0,41.8,0.0,260,109.7,211.5,7.1,8348.7,2.5,1003.0,2021-03-21,2861.5,-1.7000000000000002,360,None
66.3,1616421600,5138.8,8.4,163.5,8.4,1616418000,1616392800,62,877.2,0.0,7.1,1024.3,1616367600,707.5,5.0,996.9,350.2,-0.9,0.0,42.1,0.0,144,110.0,214.1,7.9,8405.3,3.6,1010.2,2021-03-22,3925.2,1.7000000000000002,360,None
60.3,1616493600,5201.7,6.8,195.9,6.8,1616515200,1616479200,43,878.6,0.0,4.9,1025.7,1616454000,713.0,7.1,998.4,352.5,-0.2,0.0,42.4,0.0,149,110.3,216.7,13.5,8460.2,3.2,1017.2,2021-03-23,4700.7,1.1,360,None
64.8,1616605200,5264.5,5.2,219.3,5.2,1616598000,1616565600,19,879.9,0.1,2.5,1024.5,1616540400,718.5,8.3,997.4,354.7,1.5,0.0,42.7,0.0,205,110.6,219.4,17.5,8513.4,5.6,1024.0,2021-03-24,5263.7,0.5,340,None
70.3,1616684400,5326.9,5.6,216.7,5.6,1616680800,1616648400,51,881.2,0.0,4.9,1023.1,1616626800,723.9,7.8,996.0,356.9,2.4,0.0,42.9,0.0,214,110.9,222.0,16.5,8564.9,4.3,1030.6,2021-03-25,5200.8,-0.1,330,None
71.3,1616774400,5389.1,9.2,65.7,9.2,1616774400,1616738400,86,882.5,0.0,5.4,1020.7,1616713200,729.3,8.6,993.7,358.9,3.3,0.0,43.2,2.0,209,111.2,224.5,16.4,8614.7,1.8,1037.1,2021-03-26,1578.0,-0.6000000000000001,340,None
58.6,1616817600,5451.1,11.2,136.0,11.2,1616853600,1616882400,67,883.8,1.3,7.0,1028.0,1616799600,734.6,8.1,1000.8,361.0,0.30000000000000004,0.0,43.5,0.0,251,111.5,227.1,13.6,8663.0,2.4,1044.6,2021-03-27,3263.9,3.4,350,None
60.0,1616943600,5513.0,3.6,132.0,3.6,1616947200,1616907600,77,885.0,0.0,2.7,1031.7,1616886000,739.9,7.6,1004.3,378.8,-0.30000000000000004,0.0,45.8,0.0,216,111.7,239.7,16.1,8711.8,2.8,1052.9,2021-03-28,3036.2,-1.7000000000000002,360,None
63.1,1617019200,5575.0,5.2,154.3,5.2,1617033600,1616994000,52,886.1,0.0,3.7,1032.5,1616968800,745.1,10.1,1005.3,365.1,2.4,0.0,44.2,0.0,183,112.0,232.3,20.3,8763.5,2.8,1061.1,2021-03-29,3703.7,0.1,350,None
58.9,1617102000,5636.9,5.2,224.4,5.2,1617116400,1617076800,27,887.3,0.0,4.2,1029.9,1617055200,750.3,13.0,1003.0,367.4,4.4,0.0,44.5,0.0,212,112.3,234.9,22.4,8817.3,5.7,1069.0,2021-03-30,5386.7,2.6,350,None
60.0,1617192000,5698.5,7.2,237.4,7.2,1617199200,1617166800,4,888.4,0.0,5.1,1023.6,1617141600,755.4,14.4,997.0,369.7,5.6,0.0,44.9,0.0,261,112.5,237.4,24.8,8872.3,6.1,1076.7,2021-03-31,5697.4,3.6,360,None
57.0,1617267600,5760.0,8.0,212.0,8.0,1617289200,1617249600,16,889.5,0.0,4.8,1019.3,1617228000,760.4,15.2,992.9,372.0,5.4,0.0,45.2,0.0,211,112.8,240.0,24.6,8927.3,5.3,1084.1,2021-04-01,5088.5,4.7,360,None
51.2,1617379200,5821.2,11.2,242.5,11.2,1617368400,1617397200,15,890.5,0.0,8.6,1018.1,1617314400,765.3,14.1,991.7,374.2,4.3,0.0,45.5,0.0,188,113.0,242.5,20.4,8982.0,6.2,1091.4,2021-04-02,5820.8,8.7,360,None
52.0,1617451200,5882.1,11.2,223.9,11.2,1617458400,1617426000,27,891.6,0.0,10.2,1021.8,1617400800,770.2,8.1,994.7,376.5,-1.5,0.0,45.8,0.0,60,113.3,245.1,13.6,9035.8,6.3,1098.4,2021-04-03,5374.6,3.3,360,None
44.4,1617537600,5942.6,9.2,247.6,9.2,1617544800,1617512400,7,892.6,0.0,7.4,1021.4,1617487200,775.1,9.1,994.4,378.7,-2.6,0.0,46.1,0.0,175,113.5,247.6,15.5,9088.6,6.4,1105.2,2021-04-04,5942.6,3.5,360,None
63.5,1617652800,6002.6,11.6,93.3,11.6,1617624000,1617602400,69,893.5,0.0,8.6,1016.0,1617573600,779.8,7.3,989.0,380.8,0.30000000000000004,0.0,46.3,0.8,286,113.7,250.1,16.7,9140.1,2.1,1111.9,2021-04-05,2238.2,-0.4,350,None
57.7,1617660000,6062.3,8.0,220.1,8.0,1617721200,1617685200,39,894.5,0.0,6.6,1018.6,1617660000,784.5,2.2,991.0,382.9,-5.5,0.2,46.6,0.2,328,114.0,252.6,6.6,9190.3,3.8,1118.4,2021-04-06,5282.1,-2.2,360,None
61.3,1617757200,6121.5,7.2,252.5,7.2,1617811200,1617771600,31,895.4,0.4,6.6,1023.9,1617746400,789.2,2.6,996.2,385.0,-5.1,0.0,46.9,0.0,298,114.2,255.1,8.7,9239.1,5.5,1124.7,2021-04-07,6058.9,-2.5,360,None
52.7,1617883200,6180.2,6.8,257.5,6.8,1617897600,1617854400,22,896.2,0.0,3.7,1025.5,1617832800,793.7,4.3,998.0,386.9,-5.4,0.0,47.1,0.0,144,114.4,257.5,12.2,9286.5,6.7,1130.9,2021-04-08,6179.3,-5.0,310,None
55.9,1617962400,6238.4,9.6,179.2,9.6,1617980400,1617930000,86,897.1,0.0,7.9,1018.2,1617919200,798.2,10.2,991.4,388.9,1.0,0.0,47.4,1.2,206,114.6,259.9,17.7,9332.5,5.5,1136.9,2021-04-09,4301.1,0.5,320,None
60.5,1618020000,6296.0,10.4,105.1,10.4,1618070400,1618030800,96,897.9,0.6000000000000001,9.1,1014.2,1618005600,802.7,11.7,987.7,390.7,4.1,0.0,47.6,2.1,184,114.8,262.3,17.0,9377.1,2.4,1142.8,2021-04-10,2522.0,7.1,210,None
86.0,1618164000,6353.1,10.0,79.3,10.0,1618142400,1618149600,87,898.7,9.4,7.7,1012.6,1618092000,807.0,7.7,985.8,392.5,5.6,2.0,47.9,10.7,227,115.0,264.7,14.4,9420.4,2.4,1148.5,2021-04-11,1902.1,1.0,350,None
59.0,1618218000,6409.7,7.2,265.9,7.2,1618243200,1618261200,36,899.5,1.7000000000000002,6.5,1027.3,1618178400,811.3,5.9,999.9,394.3,-1.8,0.0,48.2,0.1,245,115.2,267.1,10.6,9462.9,6.0,1156.3,2021-04-12,6380.4,2.8,360,None
63.3,1618318800,6466.4,9.2,268.8,9.2,1618322400,1618264800,19,900.2,0.0,6.0,1029.8,1618264800,815.5,5.6,1002.3,396.3,-1.1,0.0,48.5,0.0,85,115.4,269.4,10.5,9510.1,6.1,1164.5,2021-04-13,6451.7,0.9,330,None
48.8,1618408800,6523.0,8.8,270.5,8.8,1618405200,1618376400,12,900.9,0.0,8.1,1027.6,1618351200,819.6,5.4,1000.1,398.4,-5.0,0.0,48.8,0.0,93,115.6,271.8,11.4,9562.6,6.0,1172.4,2021-04-14,6491.3,0.1,360,None
51.9,1618491600,6579.3,9.2,265.4,9.2,1618502400,1618462800,19,901.6,0.0,8.0,1025.7,1618437600,823.7,5.2,998.3,400.7,-4.2,0.0,49.2,0.0,76,115.8,274.1,10.1,9617.7,4.9,1180.0,2021-04-15,6369.0,-0.4,360,None
53.0,1618592400,6635.2,9.6,271.1,9.6,1618585200,1618549200,17,902.3,0.0,8.8,1023.1,1618524000,827.7,5.7,995.8,403.1,-3.5,0.0,49.5,0.0,130,116.0,276.5,10.6,9673.5,6.5,1187.2,2021-04-16,6506.7,1.2,360,None
55.8,1618668000,6690.8,9.2,277.0,9.2,1618668000,1618632000,37,902.9,0.0,8.0,1021.3,1618610400,831.6,7.6,994.2,405.4,-1.3,0.0,49.8,0.0,188,116.2,278.8,13.4,9728.8,6.9,1194.2,2021-04-17,6648.2,1.4,360,None
56.6,1618743600,6745.8,7.2,272.1,7.2,1618765200,1618704000,34,903.5,0.0,6.5,1020.5,1618696800,835.5,8.7,993.5,407.6,0.4,0.0,50.0,0.0,151,116.3,281.1,11.6,9783.1,6.0,1201.0,2021-04-18,6530.7,4.0,360,None
71.4,1618833600,6800.3,5.6,263.8,5.6,1618833600,1618808400,41,904.1,0.2,4.6,1020.0,1618783200,839.2,8.3,992.9,409.8,4.2,0.0,50.3,0.5,243,116.5,283.3,14.7,9836.0,4.6,1207.5,2021-04-19,6331.9,2.4,360,None
